,addresses,zip,lat,long
958,8671 Loop 410 Access Rd Sw,78245-2148,29.443089,-98.638959
959,11401 Starcrest Dr,78216,29.546312,-98.454854
960,4201 Piedmont Ave,68701,42.041494,-97.473566
961,409 Cheryl Dr E,78228-3022,29.464721,-98.556643
962,700 Holbrook,41858,37.142443,-82.768045
963,624 Linda Lou Dr,78223-1256,29.377822,-98.468411
964,207 Northill Dr,78201-2642,29.481286,-98.548916
965,1306 Hackberry St N,78102-3710,28.417806,-97.743797
966,9615 Plymouth,82609-3138,42.837159,-106.272971
967,5365 Southcross Ranch Rd,78222-4020,29.378856,-98.386324
968,6203 Amberwood Dr,78242-1221,29.370879,-98.60782
969,6435 San Pedro Ave,78216-7219,29.496731,-98.499268
970,8030 Zarzamora St S,78224-1706,29.346207,-98.534131
971,7327 Palomino Bay,78252-4425,29.344077,-98.638788
972,7400 Loop 410 Nw,78245-2344,29.448708,-98.633167
973,200 Ira Lee Rd,78218-1703,29.504837,-98.421363
974,2630 Arbor Place,45209-1902,39.148412,-84.445401
975,5802 Kim Valley,78242-2212,29.350343,-98.611644
976,1135 Mission Rd,30120-5717,34.161405,-84.884696
977,1074 Arion Cir,78216-2829,29.550733,-98.478053
978,726 Ruiz St,78207-1755,29.435247,-98.513475
979,1235 Lombrano,78207,29.44429,-98.540322
980,111 Yolanda,32210,30.271704,-81.788219
981,668 Holbrook,41858,37.142443,-82.768045
982,11400 Starcrest Dr,78216,29.546262,-98.454656
983,409 Cheryl Dr E,78228-3022,29.464721,-98.556643
984,755 Avondale Ave,78223-2207,29.370641,-98.452996
985,5826 Bennington Dr,78228-4305,29.458861,-98.600551
986,1439 Hunter Blvd,78224-2327,29.333202,-98.530768
987,668 Holbrook,41858,37.142443,-82.768045
988,15 Gazelle Field,78258-4905,29.654657,-98.48855
989,1010 Loop 1604 N E,78232-1394,29.609904,-98.47753
990,1500 Mission Rd,94080-1218,37.668116,-122.448284
991,402 Nueva W,78207-4516,29.423526,-98.500664
992,12414 Garrett Crk,78254-6080,29.511838,-98.738382
993,12133 Wetmore Rd,78247-3641,29.55211,-98.429483
994,2507 Old Gate,78230-5230,29.525888,-98.533865
995,2 Allen Chase,00953,18.361349,-66.231768
996,827 Rexford,92620-2192,33.711561,-117.739766
997,227 Greenlawn,49113,41.798893,-86.493988
998,1337 Leal St,78207-2107,29.435243,-98.525304
999,14203 Modesta Place,78247-3836,29.571042,-98.446545
1000,900 Holbrook,41858,37.142443,-82.768045
1001,8620 Jones Maltsberger Rd,78216-5915,29.518241,-98.483713
1002,4711 Sid Katz,49116,41.845599,-86.675336
1003,7730 Bandera Rd,78250,29.511999,-98.631886
1004,1342 Gibbs St,78202-3146,29.421769,-98.452705
1005,519 Garcia St,78203-1368,29.415536,-98.444088
1006,841 Bitters Rd,78216-2014,29.564054,-98.481215
1007,1106 Vance Jackson,N0J 1E0,42.836225,-80.667472
1008,8045 Lindbergh Landing,78235,29.346432,-98.441236
1009,1889 Rigsby Ave,78210-3323,29.398064,-98.433032
1010,1224 Craig Place W,78201-5745,29.451757,-98.514531
1011,8903 Oakbrook,72015-2767,34.589049,-92.550212
1012,107 Spotted Bear,78223,29.333256,-98.420074
1013,7703 Quintana Rd,78211-3546,29.348358,-98.580823
1014,902 Holbrook,41858,37.142443,-82.768045
1015,9219 Summer Wind St,78217-4312,29.523933,-98.402731
1016,1122 Grosvenor Blvd,78221-1408,29.354599,-98.52238
1017,7515 Barlite Blvd,78224-1311,29.352684,-98.546589
1018,932 Woodlawn W,78201-5725,29.452894,-98.50928
1019,2719 Fredericksburg Rd,78201,29.470452,-98.531997
1020,3 Villa Verde,78230-2709,29.55546,-98.552475
1021,2535 Ih 35 N,76705-2034,31.611458,-97.102534
1022,203 Audubon S,78212-1424,29.476625,-98.497952
1023,203 Audubon S,78212-1424,29.476625,-98.497952
1024,5807 Deer Horn,V0N 3A4,49.525461,-123.764295
1025,5518 Culebra Rd,78228-5648,29.4485,-98.596405
1026,9000 Mertz Dr,78216,29.51686,-98.48796
1027,5334 San Simeon,75006,32.972871,-96.874401
1028,11500 Sandman,77650,29.462733,-94.61388
1029,100 Chappie James Way,78236-0122,29.387205,-98.599873
1030,12060 Pleasanton Rd,78221-9685,29.298295,-98.502598
1031,6800 New Braunfels Ave N,78209-3852,29.492802,-98.459109
1032,8802 Angel Valley Dr,78227-2306,29.41569,-98.658973
1033,5895 Binz-Engleman Rd,78244-2102,29.45971,-98.374437
1034,3401 Goliad Rd,78235,29.341908,-98.424872
1035,15500 Babcock Rd,78255,29.588174,-98.630756
1036,22601 Canyon Golf,78258-7329,29.661885,-98.471041
1037,1526 Sunbend Falls,78224-2256,29.338487,-98.537781
1038,260 Geneseo Rd,78209-5900,29.469695,-98.453497
1039,8671 Loop 410 Sw,78242-2905,29.349142,-98.62852
1040,421 Hays St,66846-1541,38.662206,-96.494565
1041,7703 Quintana Rd,78211-3546,29.348358,-98.580823
1042,1710 Donaldson Ave,78228-3027,29.46536,-98.557742
1043,668 Holbrook,41858,37.142443,-82.768045
1044,3201 Cherry Ridge Dr,78230-4800,29.507763,-98.547474
1045,3714 Travis W,76651,32.181651,-96.885466
1046,113 Tuttle Rd,78209-6142,29.473827,-98.445058
1047,3215 Morales,78046-8021,27.331173,-99.494733
1048,1510 Dahlgreen Ave,78237-2742,29.415836,-98.565638
1049,1211 Travis St W,78207,29.428186,-98.507932
1050,4207 Sylvanoaks,78229-4737,29.495733,-98.566675
1051,403 Alice Fay Ave,78237-2222,29.426781,-98.581879
1052,1039 Waverly,67218-3525,37.669048,-97.267258
1053,14500 Ih 10 W,"78006,78015",29.73856,-98.68785
1054,4820 Old Pearsall Rd,78242,29.364132,-98.590485
1055,999 Shadow Mist,78238,29.483479,-98.623
1056,5717 New Braunfels Ave S,78223,29.368627,-98.46075
1057,5900 Fairshire,78242-2223,29.35171,-98.612899
1058,8446 Country Village,78209-1000,29.515603,-98.469913
1059,3033 Goliad Rd,78223-3909,29.352476,-98.431454
1060,877 Burr Rd,78209-6106,29.470089,-98.441674
1061,903 Chicago Blvd,78210-5113,29.385788,-98.463684
1062,1510 Dahlgreen Ave,78237-2742,29.415836,-98.565638
1063,4902 Ali Ave,78229-4948,29.494489,-98.582977
1064,7208 Blanco Rd,78216-4931,29.523808,-98.504846
1065,23102 Woodlawn Rdg,78259-2453,29.655195,-98.441849
1066,1322 Lake Blvd,78201-3718,29.468,-98.531264
1067,445 Amires Place,78237-1234,29.438935,-98.579655
1068,4257 Loop 410 Nw,78229-4710,29.489742,-98.566876
1069,4919 Santa Catalina Cv,78218-4159,29.492395,-98.369075
1070,216 Yucca St,75163-3036,32.236533,-96.123082
1071,11400 Starcrest Dr,78216,29.546262,-98.454656
1072,1303 Hummingbird,78245-4470,29.420635,-98.713128
1073,310 Leming Dr,78201-3700,29.469941,-98.536596
1074,5666 Snell Dr,78219-3023,29.447901,-98.380138
1075,200 Norma St,90631-5115,33.930656,-117.964958
1076,402 Aganier Ave,78212,29.450485,-98.506166
1077,158 Moss Valley Dr,78227-4518,29.377867,-98.64363
1078,7080 Oak Dr,78256-9608,29.639818,-98.620753
1079,9255 Marymont Park,78217-3421,29.52467,-98.430696
1080,7707 Quintana Rd,78211-3520,29.352219,-98.577229
1081,3930 Highcliff Dr,78218-2424,29.510773,-98.416565
1082,1074 Arion Cir,78216-2829,29.550733,-98.478053
1083,11400 Starcrest Dr,78216,29.546262,-98.454656
1084,902 Holbrook,41858,37.142443,-82.768045
1085,10102 Us Hwy 90 West,32433-8867,30.751707,-86.282337
1086,806 Brazos St S,76086-5317,32.750579,-97.802547
1087,11322 Jarbo Pass,78245-2284,29.399923,-98.699083
1088,4410 Desert View Dr,78217-3632,29.52773,-98.405032
1089,534 Mesa Loop,78258-4847,29.649997,-98.489096
1090,1300 Schley Ave,78210-4218,29.393572,-98.465181
1091,1825 San Angelo,78201-2351,29.48578,-98.525319
1092,1323 Fenfield Ave,78211-3468,29.363157,-98.565613
1093,4707 Crystal Hill,78238,29.478911,-98.619956
1094,3 Gus Garcia,78207-6301,29.416934,-98.511794
1095,9831 Salisbury Dr,78217-4529,29.529667,-98.447648
1096,100 Dellwood,92679-4202,33.621666,-117.569927
1097,1500 Alamo St N,78573-1472,26.299435,-98.309299
1098,103 Yolanda,32210,30.271704,-81.788219
1099,9127 Harbor Vw,78242-3207,29.330187,-98.612684
1100,103 Morgans Cir,78216-8506,29.550272,-98.473661
1101,1330 El Monte Blvd,78201-2420,29.484796,-98.516434
1102,3400 Camino Real,78238-3427,29.4685,-98.605387
1103,7903 Meadow Star,78227-1655,29.420659,-98.642546
1104,7703 Quintana Rd,78211-3546,29.348358,-98.580823
1105,416 Stratford Ct,72076-2181,34.870547,-92.106479
1106,400 Boswell St,27703-5106,35.96586,-78.854452
1107,139 Antrim,02139-1133,42.373473,-71.10145
1108,7331 Beartrap Ln,78249-3696,29.569333,-98.635989
1109,116 Woodlawn W,72015-5265,34.545766,-92.590522
1110,202 Arapahoe,81623-8712,39.389492,-107.089811
1111,10402 Bandera Rd,78250-6801,29.539913,-98.652315
1112,2511 Old Hickory,N5A,43.395001,-81.024665
1113,5642 Castle Knight Dr,78218-2310,29.504506,-98.379759
1114,114 Eureka Dr,92315,34.250411,-116.900015
1115,2502 Waverly,75056,33.108782,-96.920419
1116,7000 New Braunfels Ave S,78223,29.3579,-98.44856
1117,1402 Ansley Blvd W,78224-2005,29.335766,-98.528399
1118,6050 Les Harrison Dr,78250-4848,29.497455,-98.691493
1119,6903 Painter Way,78240-3143,29.505577,-98.595312
1120,423 Glenn Ave E,78204-2742,29.390465,-98.499958
1121,118 Barbara,94563-3351,37.87195,-122.182328
1122,4212 Medical Dr,78229-5388,29.514948,-98.567029
1123,3900 St Mary'S N,72904-3032,35.419428,-94.38586
1124,3714 Neer Ave,78213-4522,29.489322,-98.520428
1125,5897 Binz-Engleman Rd,78244-2102,29.459711,-98.374277
1126,3003 Loop 410 Ne,78218-1522,29.519061,-98.400062
1127,934 35Th St Sw,49509-3539,42.900668,-85.689148
1128,4155 Longvale,92602-2478,33.720446,-117.777714
1129,3838 Medical Dr,78229-2108,29.520481,-98.559104
1130,4451 Sherwood Way,78217-1361,29.57402,-98.402017
1131,89 Grey,70634-7612,30.801572,-93.150391
1132,1303 Callaghan Rd,78228-4310,29.449176,-98.602663
1133,12672 Silicon Dr,78249-3411,29.556293,-98.592634
1134,3570 Glacier Lake,78222-3343,29.379845,-98.370291
1135,7713 Quintana Rd,78211-3546,29.353893,-98.575661
1136,454 Soledad St,78205-1527,29.430022,-98.493386
1137,8501 Perrin Beitel,78217-4816,29.515775,-98.411146
1138,106 Donella Dr,78232-1402,29.598779,-98.472536
1139,3495 Valley Rd,78221-5238,29.238149,-98.430732
1140,10718 Horn Blvd,78240-4447,29.54359,-98.620628
1141,203 Beryl Dr,78213-4004,29.497588,-98.531259
1142,1022 Monterey St,78207-4316,29.424434,-98.509916
1143,500 Groos Ave,78223,29.372261,-98.466707
1144,515 Military Drive Sw,78221-1636,29.356777,-98.499999
1145,7162 Oakridge,74848,35.072271,-96.385307
1146,2623 Loop 410 Ne,78217-5608,29.516324,-98.41226
1147,1074 Arion Cir,78216-2829,29.550733,-98.478053
1148,4602 Perrin Crk,78217-3700,29.522064,-98.397968
1149,5402 Sunlit Brook,78240-2453,29.501851,-98.59276
1150,100 Crestwood Dr,38305-9125,35.681251,-88.722475
1151,11400 Starcrest Dr,78216,29.546262,-98.454656
1152,10447 Nacogdoches Rd,78217-2842,29.534993,-98.42781
1153,1006 Holbrook,41858,37.142443,-82.768045
1154,2200 Hackamore Ln,78227,29.410736,-98.639388
1155,9202 New Guilbeau Rd,78250-5802,29.523744,-98.67417
1156,10333 Huebner Rd,78240-1547,29.539463,-98.584152
1157,220 Topeka Blvd,78210-4060,29.387015,-98.475996
1158,902 Holbrook,41858,37.142443,-82.768045
1159,937 Donaldson Ave,78228-3225,29.464185,-98.542035
1160,623 Storeywood,78213-2836,29.502946,-98.543332
1161,443 Wood Shadow,78216-1637,29.572377,-98.496819
1162,7402 Stampede,78657-6806,30.534413,-98.338302
1163,1714 Travis St W,78207-3958,29.428696,-98.513736
1164,8518 Modred,78254-2437,29.527614,-98.656602
1165,327 Hot Wells,78223-2519,29.368676,-98.464435
1166,3900 Eisenhauer Rd,78218-3401,29.496577,-98.419758
1167,8139 Marbach Rd,78227-1616,29.417857,-98.64856
1168,6226 Rose Valley,78250,29.49848,-98.69339
1169,755 Avondale Ave,78223-2207,29.370641,-98.452996
1170,403 Roper,78208-2022,29.437505,-98.452828
1171,5921 San Pedro Ave,78212-1253,29.48902,-98.499276
1172,300 Wonder Pkwy,78213-4461,29.492048,-98.529636
1173,3067 Commerce St E,78220-1036,29.419753,-98.440242
1174,446 Natalen Ave,78209-6815,29.455733,-98.461842
1175,7220 Marbach Rd,78227-1916,29.417758,-98.632358
1176,4602 Perrin Crk,78217-3700,29.522064,-98.397968
1177,7903 Gallop,78657,30.549077,-98.39421
1178,9530 Tarleton Place,78223-4721,29.325996,-98.434372
1179,4301 Broadway,11103-2301,40.757786,-73.916483
1180,3067 Commerce St E,78220-1036,29.419753,-98.440242
1181,911 Topaz St,78228-6461,29.440251,-98.550562
1182,1542 Terra Alta W,78209-2557,29.5054,-98.470725
1183,5626 Kless Dr,78242-2381,29.348627,-98.608856
1184,227 Wyanoke,78209-6432,29.469202,-98.442664
1185,2335 Nopal St,78210-5259,29.385655,-98.458992
1186,123 Pamela,59826,47.436815,-113.620372
1187,700 Springfield Rd,62033-1016,39.137477,-89.812204
1188,6600 Merry Oaks Dr,78242,29.369438,-98.604685
1189,11860 Thoroughbred Trl,78253-5043,29.466401,-98.725718
1190,527 Fresno,78212-1404,29.474203,-98.502601
1191,8800 Oakbrook,72015-2766,34.589049,-92.550212
1192,3111 Fairmeadows,78211-4053,29.337277,-98.557248
1193,2400 Pine St N,19802,39.75181,-75.534324
1194,6305 Cagnon Rd,78252,29.369882,-98.707294
1195,5275 Round Table,78130-8383,29.674726,-98.113577
1196,1303 Wheatley Ave,78220-3235,29.410196,-98.425028
1197,803 Brady,73095-9701,34.918953,-97.318083
1198,2510 Darwin,92620-2522,33.712978,-117.764158
1199,738 Loop 410 Nw,78216-5609,29.520148,-98.503722
1200,5802 Kettering St,53546,42.729196,-88.984741
1201,2610 Hackamore Ln,78227-2721,29.404259,-98.639314
1202,3501 Pin Oak Dr,40031-9496,38.373649,-85.401024
1203,324 Cypress W,77665-9363,29.822539,-94.387726
1204,904 Garraty Rd,78209-6155,29.474927,-98.444758
1205,3500 Magic Dr,78229-2900,29.502897,-98.556211
1206,8850 Catalina Bay Dr,78242-2939,29.338681,-98.61023
1207,151 Interpark Blvd,78216-1841,29.560015,-98.489418
1208,1219 Culebra Rd,78201-6008,29.445521,-98.527878
1209,904 Garraty Rd,78209-6155,29.474927,-98.444758
1210,1658 Gorman St,78202-2607,29.427009,-98.447521
1211,4615 Clark Ave,78223-2749,29.367004,-98.448281
1212,1000 Rio Grande N,78202,29.427256,-98.447398
1213,3521 Broadway,90255-6525,33.964458,-118.203802
1214,12080 O'Connor Rd,78233-5250,29.548935,-98.372017
1215,12940 Country Pkwy,78216-2004,29.557104,-98.482867
1216,7450 Tezel Rd,78250-3509,29.506902,-98.662272
1217,2738 Crater Dr,78222-1414,29.392653,-98.385612
1218,7923 Hobble St,78227-2648,29.416846,-98.645137
1219,123 Acme Rd S,78237-1704,29.433375,-98.587579
1220,103 Bonanza,78669-3269,30.477162,-98.123301
1221,1103 Crooked Arrow,78258-2723,29.641566,-98.494223
1222,302 Linda Lou Dr,78223-1149,29.377864,-98.472315
1223,6218 New Braunfels Ave S,78223-3001,29.363972,-98.456379
1224,9510 Wurzbach Rd,78240-1059,29.530143,-98.563101
1225,5942 Misty Glen,78247-4701,29.595564,-98.3727
1226,132 Talisman,92620-3870,33.695575,-117.745637
1227,507 Commerce St E,75840-1605,31.725168,-96.153401
1228,143 Richland Hills Dr,78245-2450,29.440702,-98.64277
1229,105 Story Ln,78223-2537,29.365124,-98.468271
1230,4934 Woodstone,78028-3835,30.073231,-99.172672
1231,2922 Southcross Blvd W,78211-1857,29.369322,-98.559855
1232,3737 Highcliff Dr,78218-2421,29.512605,-98.421325
1233,3815 Parkdale,77706,30.123482,-94.157072
1234,3817 Flores St S,78214-1014,29.386846,-98.503482
1235,911 Main Ave N,56701-1507,48.125647,-96.181508
1236,6100 Loop 410 Nw,78238-3305,29.473328,-98.611576
1237,3847 Thousand Oaks,77625,30.205927,-94.36781
1238,7003 Clear Valley Dr,78242-1624,29.362882,-98.620752
1239,6785 Cagnon Rd,78252,29.364406,-98.707278
1240,4464 Plumnear,78211,29.339915,-98.583319
1241,11531 Old Perrin-Beitel Rd,78217-2346,29.546075,-98.411083
1242,911 Main Ave N,56701-1507,48.125647,-96.181508
1243,1302 Kenrock,78227-1924,29.42046,-98.631297
1244,8645 Loop 410 Sw,78242-2905,29.344289,-98.626572
1245,2819 Woodcliffe Dr,78230-5140,29.513586,-98.538966
1246,519 General Mcmullen S,78237-2004,29.424146,-98.555017
1247,130 Fernleaf Ave,78211-3410,29.359748,-98.564725
1248,9307 Broadway,V2P 5W8,49.171227,-121.935431
1249,16127 Nacogdoches Rd,78247-1002,29.587517,-98.359333
1250,806 Brazos St S,76086-5317,32.750579,-97.802547
1251,5422 Havencrest Dr,78242-1318,29.366044,-98.602117
1252,8026 Fair Bend,78250-2895,29.521079,-98.686067
1253,555 Basse Rd E,78209-7432,29.498207,-98.475171
1254,911 Sumner,48239-3419,42.396905,-83.294775
1255,1605 Dove Canyon,78245,29.416804,-98.70982
1256,100 Cas Hills Dr,78213-3322,29.512546,-98.50713
1257,123 Rio Verde,78207-7058,29.412943,-98.511797
1258,103 Prosperity Dr,78237-2337,29.425102,-98.57731
1259,12660 Uhr Ln,78217-1878,29.556408,-98.405517
1260,2829 Ruiz St,78228-6454,29.438215,-98.545292
1261,7327 Palomino Bay,78252-4425,29.344077,-98.638788
1262,5922 Fairbrook,28115,35.543161,-80.844836
1263,11591 Ih 35 N,78233-5304,29.545494,-98.369981
1264,1037 Mcilvaine,78201,29.47327,-98.51081
1265,37 Loop 410 Ne,78216-5822,29.520796,-98.491679
1266,9301 La Ronda,77074-1328,29.67263,-95.539216
1267,16100 Us Hwy 281 N,78232-3039,29.58834,-98.474085
1268,131 Amber W,78221-2706,29.344665,-98.505169
1269,1714 Travis St W,78207-3958,29.428696,-98.513736
1270,4027 Barrington,80260,39.859388,-105.004824
1271,100 San Marcos S,78852-5002,28.706138,-100.489888
1272,1532 Donaldson Ave,78228-3023,29.465206,-98.556265
1273,4220 Evans Rd E,78259-2201,29.647324,-98.408939
1274,503 Terrell Rd,78209-6128,29.471345,-98.450088
1275,1431 Aylsbury Dr,78216-2927,29.551968,-98.472706
1276,9800 Airport Blvd,78216-4808,29.527294,-98.472843
1277,16239 Nacogdoches Rd,78247-1004,29.58837,-98.358103
1278,2615 36Th St Nw,78228-3962,29.462569,-98.569102
1279,5307 Mccullough Ave,78212-1644,29.479506,-98.4917
1280,19919 Ih 10 W,"78006,78015",29.73856,-98.68785
1281,122 Comfort,78228-5021,29.461806,-98.552843
1282,8600 Catalina Bay Dr,46226-5504,39.827519,-86.016396
1283,1603 Donaldson Ave,78228-3026,29.465218,-98.556381
1284,1718 Mariposa W,92672-5129,33.425158,-117.624306
1285,7210 Midcrown Dr,78218-2315,29.498582,-98.383415
1286,4741 Fredericksburg Rd,78229-3643,29.495446,-98.555434
1287,1400 Hamilton Ave N,46201-1028,39.7863,-86.12612
1288,2033 Laurel St W,78201-6023,29.444322,-98.528567
1289,3803 Majestic Dr,78228,29.469567,-98.594638
1290,5 Trophy Rdg,78258-7713,29.655751,-98.476729
1291,601 Olive St N,74358,36.919206,-94.880928
1292,219 Warwich Dr,78216-6159,29.516378,-98.50363
1293,629 Essex St,44306-3350,41.044683,-81.467469
1294,1931 Texas Ave,79901-1916,31.77076,-106.468603
1295,4601 Rimrock Dr,78645,30.446966,-98.006333
1296,839 Ruiz St,78207-1629,29.435496,-98.516178
1297,3400 Salado Creek Dr,78217-3351,29.526629,-98.432635
1298,506 Indiana St,46140-1715,39.789585,-85.780653
1299,201 Military Dr Sw,78221-1615,29.356712,-98.494351
1300,23703 Legend Glen,78260-4316,29.669761,-98.502936
1301,5022 Bending Elms,78247-5675,29.598863,-98.401402
1302,3370 Nacogdoches Rd,78217-3337,29.529566,-98.431646
1303,1 Pecan Valley Cir,75569-2742,33.439787,-94.12252
1304,204 Frank Luke Dr S,78226-2007,29.384945,-98.574079
1305,3250 Thousand Oaks,77625-5724,30.205446,-94.367306
1306,5945 Fairshire,78242-2223,29.351992,-98.615217
1307,3607 Candlehead Ln,78244-2103,29.456463,-98.37167
1308,410 Mason St,62558,39.589,-89.449969
1309,3603 Bob Billa,78639,30.668972,-98.453495
1310,2625 Leal St,78207-2014,29.436824,-98.542667
1311,130 Greenwich Blvd,78209-4161,29.489052,-98.454037
1312,5360 Military Dr W,78242-1212,29.373785,-98.60812
1313,10000 Marbach Rd,78245,29.417837,-98.679517
1314,5830 Kettering St,53546,42.729196,-88.984741
1315,2018 Culebra Rd,78201-5813,29.446536,-98.539935
1316,100 Ira Lee Rd,78218,29.501932,-98.421276
1317,3714 Neer Ave,78213-4522,29.489322,-98.520428
1318,6230 Walking Gait Dr,78240-3200,29.506986,-98.609636
1319,315 Tulane,40517-1646,37.975777,-84.522047
1320,5803 Joiner Dr,78238-1811,29.4856,-98.596711
1321,303 Coyol St,78237-1244,29.43784,-98.57611
1322,919 Paso Hondo,78202-3032,29.421133,-98.462316
1323,1103 Allena Dr,78213-4107,29.497777,-98.514264
1324,5002 Fairford Dr,78228-1059,29.484726,-98.586281
1325,6785 Cagnon Rd,78252,29.364406,-98.707278
1326,14618 Jones Maltsberger Rd,78247-3750,29.57454,-98.445614
1327,3019 Saturn,79705-9206,32.062318,-102.013372
1328,11600 Jones Maltsberger Rd,78216-2833,29.545438,-98.475273
1329,8902 Jones Maltsberger Rd,78216-4740,29.521994,-98.484431
1330,8102 Briargate Dr,78230-5005,29.512145,-98.544264
1331,435 Sunset Rd W,60010-4145,42.142741,-88.144481
1332,174 Sherwood Dr,P7B 6L1,48.454686,-89.266721
1333,500 Thorain Blvd,78201-3039,29.482268,-98.507846
1334,322 Rosemont Dr,78228-4235,29.471827,-98.549214
1335,331 Alicia,87008-9450,35.144508,-106.348138
1336,168 Sherwood Dr,27954-9569,35.913716,-75.684421
1337,4100 Military Dr Se,78223,29.356708,-98.414204
1338,1019 Mulberry Ave E,78209-7022,29.453995,-98.470666
1339,346 Dolores Ave,78228-5835,29.447944,-98.581097
1340,255 Club Dr,30248-3104,33.352388,-84.10467
1341,9610 John Saunders,27517-7372,35.856968,-79.025753
1342,8910 Jones Maltsberger Rd,78216-4740,29.522702,-98.484573
1343,1602 Rivas St,78207-1331,29.440605,-98.536061
1344,802 Kirk Place,78226-1410,29.397371,-98.534671
1345,4400 New Braunfels Ave N,78209,29.469236,-98.460464
1346,7500 Us Hwy 281 N,78520-9533,25.978794,-97.596154
1347,700 Empire St,77437-2821,29.199456,-96.27929
1348,132 Afton Oaks Blvd E,78232-1236,29.607898,-98.483913
1349,1005 Jackson-Keller Rd,78213-3744,29.503392,-98.508294
1350,12920 Scarsdale,78217-1893,29.558054,-98.410873
1351,404 Mcmillan Place,78210-1271,29.411987,-98.481015
1352,7238 Raintree Forest,78233-3808,29.580458,-98.35049
1353,14900 Country Morning,78114-9775,29.15916,-98.338292
1354,103 Milford Dr,78213-4037,29.496463,-98.527442
1355,6515 Grove Creek Dr,78256-2361,29.61466,-98.614071
1356,903 Austin Hwy,78209-4727,29.484566,-98.454678
1357,4422 Pecan Valley Dr,78223-1622,29.381791,-98.430577
1358,426 Wake Forrest,28604-9867,36.128582,-81.849859
1359,3502 Paesanos Pkwy,78231-1225,29.600222,-98.54966
1360,759 Avondale Ave,78223-2207,29.370642,-98.452809
1361,1300 Trinity S,L9G 3L1,43.167284,-80.033425
1362,618 Huisache Ave W,78212-3248,29.455811,-98.503488
1363,1300 Patricia Dr,71112-2910,32.510314,-93.697218
1364,3907 Commercial Ave,78221-3124,29.333446,-98.516205
1365,3907 Commercial Ave,78221-3124,29.333446,-98.516205
1366,11711 O'Connor Rd,78233-5318,29.547242,-98.37027
1367,131 Amber W,78221-2706,29.344665,-98.505169
1368,2630 Arbor Place,45209-1902,39.148412,-84.445401
1369,803 21St St Nw,78207-2002,29.436697,-98.53769
1370,1545 San Marcos S,78207-7033,29.410439,-98.510833
1371,7034 Tourant Rd,78240-2452,29.500308,-98.590022
1372,2696 Pebble Dawn,78232-4118,29.58044,-98.443688
1373,4211 Blanco Rd,78212-1174,29.48544,-98.507835
1374,3847 Thousand Oaks,77625,30.205927,-94.36781
1375,359 Oakwood Dr,T0K,49.484401,-113.963768
1376,3807 Valencia Pt,78259-2440,29.6099,-98.419174
1377,7136 Tourant Rd,78240-2452,29.501269,-98.592201
1378,5802 Copa Cv,78242-2937,29.340479,-98.611285
1379,2307 Ruiz St,78207-2021,29.437752,-98.53757
1380,20 Parman Place,78230-4138,29.531141,-98.53876
1381,819 San Angelo,78201-2549,29.485662,-98.508625
1382,2202 Jackson-Keller Rd,78230-5217,29.516901,-98.528918
1383,14210 Northbrook Dr,78232-5020,29.56813,-98.478939
1384,2019 Mayfield Blvd W,78211-3363,29.36417,-98.565409
1385,4301 Broadway,11103-2301,40.757786,-73.916483
1386,3800 Parkdale Dr,52722-2760,41.560641,-90.502369
1387,210 Tuleta,,28.570703,-97.799891
1388,1502 Holbrook,41858,37.142443,-82.768045
1389,4202 Judivan,78218-3534,29.490662,-98.410555
1390,2946 Ashby Place W,78228-5322,29.452217,-98.541606
1391,343 Gramercy Place W,78212-2825,29.461088,-98.499064
1392,603 Huisache Ave W,78212-3249,29.45581,-98.502872
1393,922 Kendalia Ave,78221-1042,29.360081,-98.517372
1394,6501 Blanco Rd,78216-6627,29.515733,-98.506808
1395,454 Horace St,78212-1434,29.475602,-98.498693
1396,809 Crystal,78211-1717,29.377051,-98.514343
1397,4527 Fortuna St,78237-1247,29.437049,-98.576884
1398,1200 Lombrano,78207,29.44429,-98.540322
1399,11435 Fire Canyon,78252-2283,29.372979,-98.717741
1400,3615 Neer Ave,78213,29.488533,-98.520774
1401,2402 Mistletoe W,78228-5311,29.456113,-98.539309
1402,2204 Poplar St W,78207-1425,29.440968,-98.527973
1403,12251 Fairview Ave,56166,44.228618,-95.390673
1404,170 Garden Valley,79932-1220,31.849222,-106.588289
1405,201 Glentower Dr,78213-1914,29.523589,-98.51354
1406,6500 Carmona Pass,78252,29.34537,-98.627986
1407,200 Mayberry Ave,78237,29.440414,-98.565935
1408,1135 Mission Rd,30120-5717,34.161405,-84.884696
1409,8671 Loop 410 Sw,78242-2905,29.349142,-98.62852
1410,10701 Fischer Rd,43720-9758,39.772185,-81.991433
1411,6305 Cagnon Rd,78252,29.369882,-98.707294
1412,9603 Ray Ellison Blvd,78227,29.391893,-98.656594
1413,6785 Cagnon Rd,78252,29.364406,-98.707278
1414,10500 Pleasanton Rd,78221,29.313367,-98.501968
1415,10762 Pleasanton Rd,78221-9688,29.281297,-98.500289
1416,818 New Valley Hi Dr,78227,29.378393,-98.646509
1417,7135 Pearsall Rd,78252,29.31388,-98.657864
1418,2600 Rigsby Ave,78222-1018,29.39935,-98.422277
1419,215 Sw 19Th St,78207-4004,29.427315,-98.536324
1420,1922 Laredo St S,78207-7020,29.411912,-98.513742
1421,6500 Bandera Rd,78238-1440,29.491068,-98.613027
1422,427 Freeman Dr,78228-3927,29.460782,-98.573351
